text,label,cleaned_text
i feel like i m in the movie dangerous minds,3,feel like movie dangerous mind
i also tended to either attract drama or not know how to handle it before people got their feelings hurt or not really know how to prevent or deal with conflict in the groups,0,also tended either attract drama know handle people got feeling hurt really know prevent deal conflict group
ill just say it i feel horrible about my body,0,ill say feel horrible body
id love to know in the comments i feel like its a funny thing but i always love reading about how people schedule their days,5,id love know comment feel like funny thing always love reading people schedule day
i cant quite put my finger on it yet the reason why i feel so listless,0,cant quite put finger yet reason feel listless
i also feel overwhelmed by to do lists,4,also feel overwhelmed list
i spoke with reported feeling dissassociated and dissatisfied with their human lives,3,spoke reported feeling dissassociated dissatisfied human life
i really feel quite honoured to represent my country,1,really feel quite honoured represent country
i am feeling pretty shaky and sad,4,feeling pretty shaky sad
i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not,3,really carry grudge long time feel wronged hurt someway whether aware
i feel it s because we re unsure how we can help,4,feel unsure help
i feel like that s a pretty valuable lesson to have walked away with,1,feel like pretty valuable lesson walked away
i can feel it running through my veins and at the end is an unpleasant sight,0,feel running vein end unpleasant sight
i know i need sleep feeling dissatisfied with myself for what i ve yet to accomplish instead of glowing with pride at all i ve done,3,know need sleep feeling dissatisfied yet accomplish instead glowing pride done
i am feeling a little nostalgic about it,2,feeling little nostalgic
im most expressive when i feel distraught,4,im expressive feel distraught
i recommend the jasmine green tea teapot service but didn t feel like having a cheese and tomato sandwich pretzel or donut though i could probably be convinced img src http s,1,recommend jasmine green tea teapot service feel like cheese tomato sandwich pretzel donut though could probably convinced img src http
i think my body has recovered and i feel excited to go downstairs for the start of the weeks workout,1,think body recovered feel excited go downstairs start week workout
i made justin feel pretty miserable last night im sure,0,made justin feel pretty miserable last night im sure
i know this wont make me a better person this feeling wont help me this wont make me successful,1,know wont make better person feeling wont help wont make successful
i think the protection part is the part where i feel some has abused it more than the other reasons intended for the rights to bear arms,0,think protection part part feel abused reason intended right bear arm
i feel privileged to be their mommy,1,feel privileged mommy
i did feel clever when i taunted a friend of mine with my knowledge,1,feel clever taunted friend mine knowledge
i am not okay with feeling annoyed at myself and at life all the time,3,okay feeling annoyed life time
i feel that it is my duty to athf and their devoted fan base to show my support,2,feel duty athf devoted fan base show support
im feeling paranoid im well aware of the governments tactics and if they put it on the books they want to use it,4,im feeling paranoid im well aware government tactic put book want use
i totally and completely feel free doing that is amongst like minded souls,1,totally completely feel free amongst like minded soul
i hate for anyone to ever feel left out awkward or less than,0,hate anyone ever feel left awkward less
i know that i feel more successful now writing a blog in my sweatpants while my baby sleeps on me than i did when i commuted on trains and ferries with a business card in the pocket of my armani blazer,1,know feel successful writing blog sweatpants baby sleep commuted train ferry business card pocket armani blazer
i feel slightly awful,0,feel slightly awful
i still feel a little bit listless but im coping with it by getting as much work done as possible to distract myself and trying not to overthink anything,0,still feel little bit listless im coping getting much work done possible distract trying overthink anything
ill admit i feel slightly disillusioned here,0,ill admit feel slightly disillusioned
i feel pain or aching in can stop,0,feel pain aching stop
i m feeling very much relax and calm,1,feeling much relax calm
i feel stressed out i would watch movies alone or just walk on the streets alone,3,feel stressed would watch movie alone walk street alone
i do feel sympathetic to the parties involved now that their careers are down the drain,2,feel sympathetic party involved career drain
i was feeling annoyed suddenly,3,feeling annoyed suddenly
i feel like disbanding this popular server would let down the community and him which seems very selfish of me,1,feel like disbanding popular server would let community seems selfish
i read the lad mags and sip herbal tea and leave feeling terrific,1,read lad mag sip herbal tea leave feeling terrific
i don t think i d feel this way so often if teachers were more respected and allowed to have more autonomy,1,think feel way often teacher respected allowed autonomy
i remember feeling so inadequate as i stood there and they thanked me because of your purchases,0,remember feeling inadequate stood thanked purchase
i keep telling myself ill feel like celebrating when ive passed my boards date still to be determined,1,keep telling ill feel like celebrating ive passed board date still determined
im always disappointed that no ones perceptive enough but then again if im worried about people watching me then should i feel disappointed at myself for not watching them,0,im always disappointed one perceptive enough im worried people watching feel disappointed watching
i have so much to be thankful for so to feel jealous of a skinny girl with a seemingly disposable income who is shopping at the mall seems so,3,much thankful feel jealous skinny girl seemingly disposable income shopping mall seems
im feeling optimistic right now so ill project that out here,1,im feeling optimistic right ill project
i shall never rest until each and every ukrainian will feel that he she is a precious part of an inclusive ukrainian society whose historical roots have always been diverse and multi national language issue,1,shall never rest every ukrainian feel precious part inclusive ukrainian society whose historical root always diverse multi national language issue
i settle in other ways based on feeling worthless,0,settle way based feeling worthless
i feel more adventurous willing to take risks img src http cdn,1,feel adventurous willing take risk img src http cdn
i feel god can be humorous and creative and just so awesome,1,feel god humorous creative awesome
i just feel humiliated and stupid that i didnt realize that all these things were only pushing you farther away from me,0,feel humiliated stupid didnt realize thing pushing farther away
as in sadness a,3,sadness
i feel to being distracted with things that take up my attention or interests that keep me from more focused times of prayer and reading his word,3,feel distracted thing take attention interest keep focused time prayer reading word
i should feel thankful or totally pani,1,feel thankful totally pani
i feel so lucky to live where i do,1,feel lucky live
i stated in the class discussions the school discourages the use of im reference at the library because they feel that it will be abused,0,stated class discussion school discourages use im reference library feel abused
i feel completely lost,0,feel completely lost
i feel much peaceful today,1,feel much peaceful today
i love being comfy that is my main goal when i look for new clothes i cannot stand feeling uncomfortable in something,4,love comfy main goal look new clothes cannot stand feeling uncomfortable something
i feel your loving presence everywhere,2,feel loving presence everywhere
im ever feeling stressed i whack heart on black on and it kicks me back into shape,0,im ever feeling stressed whack heart black kick back shape
i feel so very honored that they asked little ol me,1,feel honored asked little ol
ive heard it so many times already im already feeling skeptical of whatever they say,4,ive heard many time already im already feeling skeptical whatever say
i always feel so lucky that the participants love it too,1,always feel lucky participant love
i was feeling kind of hesitant about food which sucked because we were going out to dinner that night followed by drinking,4,feeling kind hesitant food sucked going dinner night followed drinking
i was the new guy and you never know how people are going to react how theyre going to feel about you but everyone was really gracious,2,new guy never know people going react theyre going feel everyone really gracious
i really like this attempt at being nonbipartisan which i feel is sincere on their part,1,really like attempt nonbipartisan feel sincere part
i certainly get worked up about feminist and other issues at times i also have periods of feeling fairly mellow,1,certainly get worked feminist issue time also period feeling fairly mellow
i was feeling strong and sassy so i went out back and got the aluminum ladder and carried it up to the house,1,feeling strong sassy went back got aluminum ladder carried house
i can t say i was feeling the least bit inspired by the idea that i was going to be riding through weather like this at random times over the coming hrs,1,say feeling least bit inspired idea going riding weather like random time coming hr
i am however caught by the feeling that i missed out on a lot of interesting conversational banter by reading dead writers write about deader writers,0,however caught feeling missed lot interesting conversational banter reading dead writer write deader writer
i begin this letter in my kitchen in the soft predawn of a winter s morning a cup of tea beside the computer feeling virtuous to be up at this secret hour before light has made the streets mundane,1,begin letter kitchen soft predawn winter morning cup tea beside computer feeling virtuous secret hour light made street mundane
i actually feel like i have been beaten up,0,actually feel like beaten
ive got a feeling that some day it is not only me who is proud of myself but my family will be too,1,ive got feeling day proud family
i do not feel i am damaged i can talk about it helps but i feel i am a strong person and i don t use it as a scape goat for thing that happen,0,feel damaged talk help feel strong person use scape goat thing happen
i have been taking it slowly going at my own pace and not feeling pressured to finish or catch up and im not looking for a miracle cure,4,taking slowly going pace feeling pressured finish catch im looking miracle cure
i could definitely feel the effects as my mouth went pleasantly numb and relaxed feeling spread throughout my body,0,could definitely feel effect mouth went pleasantly numb relaxed feeling spread throughout body
i cannot stop loving you and it just feels amazing it really fills my heart so let me,1,cannot stop loving feel amazing really fill heart let
im feeling a bit shaken but not stirred nice bond reference ehh,4,im feeling bit shaken stirred nice bond reference ehh
i talked with the zone leader this morning he listened carefully as i explained what i was feeling and then reassured me that everything i was feeling was okay and normal and that in fact im supposed to be feeling this way right now,1,talked zone leader morning listened carefully explained feeling reassured everything feeling okay normal fact im supposed feeling way right
i find myself often feeling isolated alone and starved for stimulating adult conversation,0,find often feeling isolated alone starved stimulating adult conversation
i feel reassured about the safety of canadas food supply because there are government food inspection agencies that govern the safety of food,1,feel reassured safety canada food supply government food inspection agency govern safety food
i feel like i am very passionate about youtube and so id quite like to explain why i think youtube is the next best thing for entertainment,2,feel like passionate youtube id quite like explain think youtube next best thing entertainment
i cant honestly say that i was enjoying the actual running much but i was feeling the benefits and liked being out in the fields and woodland seeing the changes in the seasons and getting lungfuls of fresh air,2,cant honestly say enjoying actual running much feeling benefit liked field woodland seeing change season getting lungfuls fresh air
im feeling hideously guily and somewhat naughty doing this in work time,2,im feeling hideously guily somewhat naughty work time
i pray that you feel the presence of god around you and that you realize that the birth of gods son was a precious gift for you and you never have to be alone,1,pray feel presence god around realize birth god son precious gift never alone
i was feeling so ungrateful earlier this week,0,feeling ungrateful earlier week
i feel there is a really sincere pleasure to be found in pleasing others a kind of pleasure that can not be gained from anything else,1,feel really sincere pleasure found pleasing others kind pleasure gained anything else
i am still feeling unhappy and upset about the big changes happened befoe but i know times will heal everything img src http s,0,still feeling unhappy upset big change happened befoe know time heal everything img src http
i feel like i barely broke into the kit,0,feel like barely broke kit
im feeling like a shitty person right now because i just did or worse,0,im feeling like shitty person right worse
i feel offended i choose to tell you guys how i feel because i treated you guys as friends and would want to put a stop to all these nonsense,3,feel offended choose tell guy feel treated guy friend would want put stop nonsense
i write that i feel a bit anxious,4,write feel bit anxious
im feeling a little overwhelmed here recently,5,im feeling little overwhelmed recently
i feel my children are in harms way i feel frightened,4,feel child harm way feel frightened
im feeling especially keen,1,im feeling especially keen
i did some really valuable spiritual work and grew of course but i came out of the whole thing feeling stronger not more mellow,1,really valuable spiritual work grew course came whole thing feeling stronger mellow
ive decided that whenever i start to feel mad about tod i dig deeper into myself to find the real solution,3,ive decided whenever start feel mad tod dig deeper find real solution
i am feeling only slightly lethargic and overwhelmed by my new surroundings,0,feeling slightly lethargic overwhelmed new surroundings
i feel like i am the keeper of these precious years,1,feel like keeper precious year
i am thankful that she continues to feel comfortable talking about with me and journaling,1,thankful continues feel comfortable talking journaling
i feel exceptionally lucky to visit suzanna whose life here is pretty damn idyllic at least from the perspective of a vacationer breezing in for a week,1,feel exceptionally lucky visit suzanna whose life pretty damn idyllic least perspective vacationer breezing week
i feel so heartless right now,3,feel heartless right
i get a feeling that why did i pay for getting so fucked,3,get feeling pay getting fucked
i feel very happy to have inspired is my little sis love of reading and writing,1,feel happy inspired little si love reading writing
i was quite the outsider due to my british mentality and feeling embarrassed that my european and north american high school teachers knew more about my culture than i did i felt the desire to change that fact,0,quite outsider due british mentality feeling embarrassed european north american high school teacher knew culture felt desire change fact
i feel having to work with a useless good for nothing like you,0,feel work useless good nothing like
i feel all gloomy and i hate it,0,feel gloomy hate
insulted by disgusting people,3,insulted disgusting people
i feel like my meds arent working correctly and idk its weird,4,feel like med arent working correctly idk weird
i will always wake up feeling miserable and heartbroken,0,always wake feeling miserable heartbroken
i feel very contented whenever i think of this because the thought of having good school mates seniors and batchmates makes me feel somewhat rather comforted,1,feel contented whenever think thought good school mate senior batchmates make feel somewhat rather comforted
i looked at what had happened to us in two generations and looked at what hadn t happened to them in two or three and instead of feeling outraged by their history of aggression i felt privileged by it,3,looked happened u two generation looked happened two three instead feeling outraged history aggression felt privileged
i feel in me sparkle sweet passion aretha love all the hurt away jump to it the jamaica world music festival greatest hits whos zooming who aretha i knew you were waiting for me feat,1,feel sparkle sweet passion aretha love hurt away jump jamaica world music festival greatest hit who zooming aretha knew waiting feat
i was feeling quite apprehensive about my wig as i felt that it wasnt as full as id hoped it would be however id taken into account my models beautiful long hair,4,feeling quite apprehensive wig felt wasnt full id hoped would however id taken account model beautiful long hair
i am not able to show that directly and so i feel suffocated and irritated,3,able show directly feel suffocated irritated
i spent a few hours listening to the thundershowers and feeling that gorgeous cool summer storm air across my ginormous pregnant self,1,spent hour listening thundershower feeling gorgeous cool summer storm air across ginormous pregnant self
i also feel angry and mad and bitter because we nor anyone should have to do it,3,also feel angry mad bitter anyone
i have paused on purpose that i must step back and recognize why im walking around feeling discontent and then make the needed adjustments,0,paused purpose must step back recognize im walking around feeling discontent make needed adjustment
i feel wonderful earley said,1,feel wonderful earley said
i don t feel like there was a part before the race where i was stressed out,3,feel like part race stressed
i feel alan clay who is rather pathetic has a huge mass on the back of his neck that he is convinced is cancer,0,feel alan clay rather pathetic huge mass back neck convinced cancer
i begin to feel embarrassed about the way i acted and sometimes i just feel downright unloveable,0,begin feel embarrassed way acted sometimes feel downright unloveable
i feel very suspicious of all of them,4,feel suspicious
i took a shower and feel a little more relaxed but the pain is coming and going here and there,1,took shower feel little relaxed pain coming going
i threw myself at him after all feeling genuinely pleased for him,1,threw feeling genuinely pleased
i feel that the very foundations of my faith have been shaken to the core,4,feel foundation faith shaken core
i know he loves me and showers me with graces so i never need to feel unloved rejected or a lack of anything not time or things or money,0,know love shower grace never need feel unloved rejected lack anything time thing money
i feel like maybe everything is resolved for once and all and i can get on to living my life after almost years,1,feel like maybe everything resolved get living life almost year
i feel determined this time though,1,feel determined time though
i feel invigorated and ready to go,1,feel invigorated ready go
i was feeling especially ungrateful its just that i had no alone time to post anything,0,feeling especially ungrateful alone time post anything
i feel theyre getting too popular in the club pop scene leading to less effort on some of their songs,1,feel theyre getting popular club pop scene leading less effort song
i was feeling really emotionally distraught and unable to concentrate,4,feeling really emotionally distraught unable concentrate
i always feel a bit naughty on mondays,2,always feel bit naughty monday
i feel frustrated irritable even,3,feel frustrated irritable even
i mention how you exfoliate at the same time save loads of money and feel divine,1,mention exfoliate time save load money feel divine
i dun feel happy,1,dun feel happy
i was th in each age group this race has awesome custom horse trophies designed to mimic giant painted horses throughout the town see example below so now i feel determined to come back next year and try again,1,th age group race awesome custom horse trophy designed mimic giant painted horse throughout town see example feel determined come back next year try
my boyfriend with whom i had a longlasting relationship,0,boyfriend longlasting relationship
i remember that i get those feelings back the thrilled and humbled and blessed and energized ones,1,remember get feeling back thrilled humbled blessed energized one
i have keep posting up sleeping pictures when i was feeling exhausted like as of right now especially after lunch getting stuck in the office in midst of the rain nice air conditioning,0,keep posting sleeping picture feeling exhausted like right especially lunch getting stuck office midst rain nice air conditioning
i feel like i get blank stares,0,feel like get blank stare
i do i feel like i just make him mad or upset and he doesn t talk to me,3,feel like make mad upset talk
i see in the underground in paris at night make me feel reassured,1,see underground paris night make feel reassured
i feel a violent urge to vomit and back out of the room,3,feel violent urge vomit back room
i feel so heartless sometimes because i do not have the ability to mourn for the lost of someone relating to my past grandparents,3,feel heartless sometimes ability mourn lost someone relating past grandparent
i was feeling like amy winehouse and planning my own trip to the betty ford clinic upon my less than triumphant return to australia,1,feeling like amy winehouse planning trip betty ford clinic upon less triumphant return australia
i do my best at making sure my husband feels loved important and cared for with my whole heart,2,best making sure husband feel loved important cared whole heart
i am feeling quite disheartened,0,feeling quite disheartened
i reach for your hand feel its warmth sense a strange mysterious connection the greater sea of lives intimately shared and buoyed by a wave of love hope and joy surrender to its greater transcendent surge letting it take me wherever it will,4,reach hand feel warmth sense strange mysterious connection greater sea life intimately shared buoyed wave love hope joy surrender greater transcendent surge letting take wherever
i think that they pop up so automatically because seeing those pictures or people makes me feel insecure about myself,4,think pop automatically seeing picture people make feel insecure
i do feel slighted when some people use their piece of the cyber world to be rude towards me,3,feel slighted people use piece cyber world rude towards
i have wasted entirely too much time feeling insecure about my body,4,wasted entirely much time feeling insecure body
i feel terrified because even if i have the time to write out how i feel about mr,4,feel terrified even time write feel mr
i started thinking about all the times that people were jerks and there was nothing really that i could do except go home write unsatisfying angry complaints into the internetsphere and generally feel helpless marginalized and disregarded by society,0,started thinking time people jerk nothing really could except go home write unsatisfying angry complaint internetsphere generally feel helpless marginalized disregarded society
i enjoyed this semester and i enjoyed the challenges i got to face and overcome and i feel that i m really coming away with a lot of valuable experience out of this,1,enjoyed semester enjoyed challenge got face overcome feel really coming away lot valuable experience
i feel so badly for his daughter thats tragic,0,feel badly daughter thats tragic
i feel assured that i am properly preparing crystal for her spanish sojourn,1,feel assured properly preparing crystal spanish sojourn
i had a feeling she was doomed the moment i laid eyes on her i still thought that judy glasberg a href http www,0,feeling doomed moment laid eye still thought judy glasberg href http www
i was just feeling terrified terrified of the people around me and the situation it involves,4,feeling terrified terrified people around situation involves
i never feel accepted but you have to go through steps first you are a publisher keeping track of time spent in the ministry trying to get more members,2,never feel accepted go step first publisher keeping track time spent ministry trying get member
i feel the tug of the fabric against my thighs and butt i am overwhelmed with the feeling that i am just too fat,5,feel tug fabric thigh butt overwhelmed feeling fat
im feeling generous i am gonna tell you about another cool blogger,2,im feeling generous gonna tell another cool blogger
i left it feeling entertained but empty,1,left feeling entertained empty
i feel that i ll be doomed to long pants and ugly shoes for the rest of my life and i m not even yet,0,feel doomed long pant ugly shoe rest life even yet
i am feeling unduly pleased with myself because i managed to change the battery in my smoke detector,1,feeling unduly pleased managed change battery smoke detector
i start feeling overwhelmed and i just want to run away and hide in the back of my closet,4,start feeling overwhelmed want run away hide back closet
i feel awful when i stay home both for missing out on the exercise and practice and for flaking out on the team,0,feel awful stay home missing exercise practice flaking team
im feeling quite relaxed today,1,im feeling quite relaxed today
i feel that i have contributed in a positive way to seven,1,feel contributed positive way seven
i did this all a href http feeling groggy,0,href http feeling groggy
i feel a change an anthem for the disillusioned,0,feel change anthem disillusioned
i am thankful for the safety of my loved ones and the loved ones of my friends here i am guilty for feeling so i am selfish and i am deeply saddened that there are people back home who cannot say the same,3,thankful safety loved one loved one friend guilty feeling selfish deeply saddened people back home cannot say
im currently feeling cranky for silly reasons im now going to complain,3,im currently feeling cranky silly reason im going complain
i read up on the practicies and cult like beliefs of falun gong and now i feel sceptical and a tad bemused,4,read practicies cult like belief falun gong feel sceptical tad bemused
i feel so blessed to be apart of it,2,feel blessed apart
i just need to finish my venting feeling relieved not still feeling irritated,1,need finish venting feeling relieved still feeling irritated
i have myself a great tutor to teach me on magic cube and yesterday night i was feeling too thrilled when i finally managed to learn another new pattern to solve for magic cube signing off,1,great tutor teach magic cube yesterday night feeling thrilled finally managed learn another new pattern solve magic cube signing
i did not feel as hopeful yesterday our small number my childrens misbehavior during the service and the difficult hurried pace of the day before and after left me frayed and vulnerable,1,feel hopeful yesterday small number childrens misbehavior service difficult hurried pace day left frayed vulnerable
i feel helpless here with no car no cash no say,0,feel helpless car cash say
i was always looking forward to to a life that just feels dull and numb,0,always looking forward life feel dull numb
i hurt so bad i feel like i am finally getting punished for thinking the way i do and feeling so damn restless,0,hurt bad feel like finally getting punished thinking way feeling damn restless
i sometimes feel that this is inadequate that my mind too often slips from focusing on god and jumps to my own selfish thoughts and the tasks at hand in the classroom,0,sometimes feel inadequate mind often slip focusing god jump selfish thought task hand classroom
i was feeling fairly comfortable and i could think out a plan now,1,feeling fairly comfortable could think plan
i find myself crying over loosing everything that i have everything that i am not really proud of and i feel such a loyal connection to what s around me,2,find cry loosing everything everything really proud feel loyal connection around
ive been desperately trying to finish up my machine learning p set but im now far enough along that im no longer in complete panic mode i feel like my mood is on a spinner is she detachedly amused or freaking the fuck out,1,ive desperately trying finish machine learning p set im far enough along im longer complete panic mode feel like mood spinner detachedly amused freaking fuck
im feeling quite distressed about the amount of horses whose jaws are jammed shut with what i consider to be excessive nosebands along with a considerable amount of metal in their mouths,4,im feeling quite distressed amount horse whose jaw jammed shut consider excessive noseband along considerable amount metal mouth
i could feel myself putting on that i m simply splendid,1,could feel putting simply splendid
i really like it and am thrilled to see where all of this will take us but on another hand i feel that the drama seems a bit messy,0,really like thrilled see take u another hand feel drama seems bit messy
i feel her frustration when i see those ugly numbers and i feel her pain when an infusion site i insert into her body causes her to wince in pain,0,feel frustration see ugly number feel pain infusion site insert body cause wince pain
i began to feel very afraid of disappointment during the tour just because the rain and fog continued,4,began feel afraid disappointment tour rain fog continued
i used to work he feels so needy and this just screams for attention so to please him i felt obligated to give him some,0,used work feel needy scream attention please felt obligated give
i mean memories that make me feel dirty and unworthy,0,mean memory make feel dirty unworthy
i was feeling isolated lonely and misunderstood,0,feeling isolated lonely misunderstood
ive been feeling cranky lately,3,ive feeling cranky lately
i feel like there are people out there on the internet that have issues with my online friends and then expect me to be hateful or mean to them as well,3,feel like people internet issue online friend expect hateful mean well
i love those cars and i feel that my second attempt at owning one will be a pleasant one,1,love car feel second attempt owning one pleasant one
i feel anything for relationships the doomed one,0,feel anything relationship doomed one
i should just let him calm down on his own but then ill feel like a neglectful aunt and i so cant have that,0,let calm ill feel like neglectful aunt cant
when i saw a man hitting a child of years without any consideration,3,saw man hitting child year without consideration
i don t know if these children will fulfill their dreams but i am happy that they as sponsored children have a better chance of doing so and that instead of feeling hopeless they have a vision of something beyond their lives of poverty,0,know child fulfill dream happy sponsored child better chance instead feeling hopeless vision something beyond life poverty
i feel like not caring,2,feel like caring
i are gay and feel assaulted by the right wing,4,gay feel assaulted right wing
i think all acts of unkindness are a result of some form of selfishness because being unkind requires a lack of concern for the another person and some distorted feeling of gain by being unkind,3,think act unkindness result form selfishness unkind requires lack concern another person distorted feeling gain unkind
i will never make him feel disliked and like he is a bad kid if he is only acting according to how i raised him and he is acting liek a year old child,0,never make feel disliked like bad kid acting according raised acting liek year old child
i think he is the next best because i see a lot of level and s lol i m not looking down on them nor am i feeling glad that they got bad results because then i would stand out why should i anyway,1,think next best see lot level lol looking feeling glad got bad result would stand anyway
i always thought problems were better to deal with immediately then you can feel like things are resolved and you can feel better,1,always thought problem better deal immediately feel like thing resolved feel better
im so fed up of christmas by christmas that i really struggle to feel festive,1,im fed christmas christmas really struggle feel festive
i sorta feel like everything is so delicate right now,2,sorta feel like everything delicate right
i do how empty disappointed angry sad chaotic destructive i feel today im just mad at myself why do i always fuck up shit,3,empty disappointed angry sad chaotic destructive feel today im mad always fuck shit
i am not surprised that some people may be feeling outraged at the terrible environmental consequences of the logging and the dam and after seeing how their leaders have betrayed them are now turning to higher authorities divine help as a last resort,3,surprised people may feeling outraged terrible environmental consequence logging dam seeing leader betrayed turning higher authority divine help last resort
i no raphael says grasping for his usual eloquence and feeling it slip from his fingers with spiteful ease,3,raphael say grasping usual eloquence feeling slip finger spiteful ease
i do know the main reason i feel like i m losing myself unsure if i ll ever get those pieces back but i m not quite ready to talk about that just yet,4,know main reason feel like losing unsure ever get piece back quite ready talk yet
when we stayed in vienna with our class,4,stayed vienna class
i do not feel glamourous,1,feel glamourous
i feel like i was a naughty girl and should have said no way,2,feel like naughty girl said way
i feel like im tortured like years ago,4,feel like im tortured like year ago
i was sent home still feeling a bit shaky and dizzy,4,sent home still feeling bit shaky dizzy
im sure youre not alone in feeling a little funny about enjoying art even black created and black endorsed art littered with a term that would brand you as hateful backward and racist with a capital r if you uttered it in conversation,5,im sure youre alone feeling little funny enjoying art even black created black endorsed art littered term would brand hateful backward racist capital r uttered conversation
i will take care of the flashback of swingsets and telling the tiniest of white lies for the sake of feeling free for several hours arriving home late after staying out past curfew to watch some horror movie well sort of,1,take care flashback swingsets telling tiniest white lie sake feeling free several hour arriving home late staying past curfew watch horror movie well sort
i feel they will develop a friendly connection as time progresses,1,feel develop friendly connection time progress
i feel very vulnerable about sharing things that i write but i hit the publish button anyway,4,feel vulnerable sharing thing write hit publish button anyway
i feel so heartbroken but in a silly way of course,0,feel heartbroken silly way course
i feel so disheartened that i feel nauseous and sick,0,feel disheartened feel nauseous sick
i feel really dirty now but it felt really nice,0,feel really dirty felt really nice
i mean not one i feel that it is my duty to help all of our loyal readers of hb understand the world that is going on around them,2,mean one feel duty help loyal reader hb understand world going around
i feel gratitude for the opportunity to have met so many amazing people through the magic of the internet,5,feel gratitude opportunity met many amazing people magic internet
i know this makes me a bitch and a half but i cannot help but feel a little triumphant when i see an old nemesis come into my workplace pregnant kid in tow fat husband waiting in the pickup truck rushed and clearly unhappy,1,know make bitch half cannot help feel little triumphant see old nemesis come workplace pregnant kid tow fat husband waiting pickup truck rushed clearly unhappy
i cant totally defend her the woman wanted to be famous and nobody around her seems to be able to tell her how to handle fame britney leave los angeles when you can for starters but i am starting to feel a lot more sympathetic toward her,2,cant totally defend woman wanted famous nobody around seems able tell handle fame britney leave los angeles starter starting feel lot sympathetic toward
i feel extraordinarily clever,1,feel extraordinarily clever
i feel its an amazing resource for families traveling to orlando,1,feel amazing resource family traveling orlando
i feel like a hot mess and i probably am,2,feel like hot mess probably
i drink a glass of champagne and feel really relieved,1,drink glass champagne feel really relieved
i do not agree with hirsi ali on policy matters and i do agree with much of what ingrid writes by contrast but having grown up in a country for which i feel little love and with the culture of which i do not identify in the least i can t help but to be sympathetic to her,2,agree hirsi ali policy matter agree much ingrid writes contrast grown country feel little love culture identify least help sympathetic
im also feeling overwhelmed by how often im saying im too old for that shit,5,im also feeling overwhelmed often im saying im old shit
i miss my friends amp feel neglectful,0,miss friend amp feel neglectful
i was attracted to the feeling of being admired being an object of desire and refusing to give in,1,attracted feeling admired object desire refusing give
i caressed it affectionately and she curled up ever so close to me giving me that wonderfully warm feeling of divine mother s loving sparsh which i cannot forget,1,caressed affectionately curled ever close giving wonderfully warm feeling divine mother loving sparsh cannot forget
i feel like i have been waiting a lifetime to be in this unfolding experience as always excited to share whatever it is that i am learning that is unfolding for all of us to experience with full awareness,1,feel like waiting lifetime unfolding experience always excited share whatever learning unfolding u experience full awareness
i get older i desire to find creative ways to continue to be a dancer because i feel like the time when the body stops reacting and responding to dance is the time when the artistic level is honed in a really great way,1,get older desire find creative way continue dancer feel like time body stop reacting responding dance time artistic level honed really great way
when i was still a child,3,still child
im feeling really lonely and feeling like im missing a part of myself,0,im feeling really lonely feeling like im missing part
i felt the bubbling feeling and pretty soon i was at my peek and climaxed on her hands and her cute little dress,1,felt bubbling feeling pretty soon peek climaxed hand cute little dress
i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening,3,get soon choir dealt feeling headache thats killer could get way angered evening
i feel like my fear of end times is gone and i am honestly longing for home more than i ever have in my life,2,feel like fear end time gone honestly longing home ever life
i believe and some i feel sadly are not truthful,1,believe feel sadly truthful
i give you some tips on overcoming the feelings of being overwhelmed,4,give tip overcoming feeling overwhelmed
i didnt feel as intimidated as i had felt at the beginning of class,4,didnt feel intimidated felt beginning class
i went home that day feeling very discouraged at all of the ground that i had to make up but with my heart set on fulfilling my destiny,0,went home day feeling discouraged ground make heart set fulfilling destiny
i feel longing in myself or see it in others it rises up as a need that will never be quenched a desire never to be extinguished,2,feel longing see others rise need never quenched desire never extinguished
i struggle to lick my lips and at least ease some of the dry cracked feeling but end up just getting an unwelcome taste of the mask tied over my face,0,struggle lick lip least ease dry cracked feeling end getting unwelcome taste mask tied face
i tried to convince them that mine wouldnt actually make them feel crappy like the real deal but they were still reluctant to try it,0,tried convince mine wouldnt actually make feel crappy like real deal still reluctant try
i feel like we broke the mold at least to some degree when it comes to the stereotype of sibling rivalry,0,feel like broke mold least degree come stereotype sibling rivalry
i feel utterly depend on my sweet jesus to carry me through the next day hour mile conversation minute,1,feel utterly depend sweet jesus carry next day hour mile conversation minute
i feel it is unfortunate that governor riley has stated that he and the republican party are raising funds to unseat democrats in the elections,0,feel unfortunate governor riley stated republican party raising fund unseat democrat election
i feel disturbed inside,0,feel disturbed inside
i have this insatiable desire to plant and clean and i m feeling a little bit amorous,2,insatiable desire plant clean feeling little bit amorous
i got the feeling he respected my choice making my way on my own answering to nobody but myself,1,got feeling respected choice making way answering nobody
i care about but i feel unimportant to because they have their shit together enough so that they dont need me anymore,0,care feel unimportant shit together enough dont need anymore
i feel so heartbroken tonight,0,feel heartbroken tonight
ive felt the last few days i feel fucking fantastic today,1,ive felt last day feel fucking fantastic today
i started feeling a bit strange,5,started feeling bit strange
i feel so happily rebellious,3,feel happily rebellious
i had been feeling extremely homesick the first two days,0,feeling extremely homesick first two day
a relationship in which i had put my trust,0,relationship put trust
i feel humiliated when mistress watches me mince into bed wearing my frilly pink bloomers and pink babydoll,0,feel humiliated mistress watch mince bed wearing frilly pink bloomer pink babydoll
