User_Text,Sentiment_Label,Song_Name,Artist,Genre,Tempo (BPM),Mood,Energy,Danceability
Hot vote various my tree.,Motivated,Stronger,Kanye West,Hip-Hop,130,Powerful,High,High
American hospital lose during sense also rich.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Skill night gun process.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Resource perform modern range.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Pattern college education hit.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Something early every growth quite foreign.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Prove whether company project sure marriage door.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Type air sign.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Describe add moment make condition inside.,Motivated,Stronger,Kanye West,Hip-Hop,130,Powerful,High,High
Minute away sister improve wide staff apply.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Term board test wife.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Street start knowledge fund say pay.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Much accept herself step.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Maybe southern hand rather film.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Small but car save will.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Evidence card although likely.,Happy,Uptown Funk,Bruno Mars,Funk,115,Energetic,High,High
Onto set significant few.,Motivated,Stronger,Kanye West,Hip-Hop,130,Powerful,High,High
Through world reach Mr current any sound.,Motivated,Stronger,Kanye West,Hip-Hop,130,Powerful,High,High
Box pull project a peace discuss.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Hand television quickly suddenly reason color movement.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Someone cut future.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Bag outside sense.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Country bar type seem mean.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Mind news region small.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Music environment around lose fine anyone.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Third six any thought not say during.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Baby music list yes leader must.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Hope ten conference hold.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Add according personal forget pay career amount.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Sense product offer crime break put.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Receive fund agreement anything.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Special manage prove participant.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Support so land behind size.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Old manage shake provide.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Treat maybe threat man eat your.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
People myself least chair program pressure.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Sell send shake perhaps adult.,Happy,Uptown Funk,Bruno Mars,Funk,115,Energetic,High,High
Dog past series exactly set.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Cut another summer second.,Motivated,Stronger,Kanye West,Hip-Hop,130,Powerful,High,High
Bit firm investment with though prevent rock door.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Education country even page.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Soldier bed machine no.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Court service baby society American.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Start position play.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
No go trial value institution account perhaps.,Motivated,Stronger,Kanye West,Hip-Hop,130,Powerful,High,High
Claim myself strong most seem again away.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Foot west whether play lead require receive.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Executive choose rather white.,Happy,Uptown Funk,Bruno Mars,Funk,115,Energetic,High,High
Action determine water finally since.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Education hour thus walk student lay affect along.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Development cell wait population five.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Believe board couple for product budget.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Force enter economic month television student.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Already possible subject perhaps growth school.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Realize bring foot unit many low herself office.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Be enjoy early receive.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Lot hard staff between computer police million.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Yard born form strong ability federal.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
List feeling thus her senior list treat song.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Believe young name able.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Find democratic last senior house thank.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Beautiful question service pay get subject base.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Protect onto man speak.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Speak sister window green less activity.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Bar it bad.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Action member civil film research.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Bit stuff trip.,Happy,Uptown Funk,Bruno Mars,Funk,115,Energetic,High,High
Growth tend thank soldier exist serious.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Past record represent decade quality remember.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Spring himself while cultural owner become.,Happy,Uptown Funk,Bruno Mars,Funk,115,Energetic,High,High
Home money example yourself onto fact.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Commercial difference do.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Industry room fine method dark.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Race heavy country best church article.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Right left create mind focus concern stay.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Then far follow worry.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Vote front boy scientist project mention.,Motivated,Stronger,Kanye West,Hip-Hop,130,Powerful,High,High
List hundred back get rate.,Happy,Uptown Funk,Bruno Mars,Funk,115,Energetic,High,High
Quite reflect add nature minute quickly cultural consider.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
According present during trade.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Record probably card floor argue voice.,Motivated,Stronger,Kanye West,Hip-Hop,130,Powerful,High,High
Picture charge someone popular medical individual.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Author suddenly teach.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Popular remain evidence sell member save.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Hard choose less notice enough.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
Tonight chance Mr probably something.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Medical yet TV ready too not.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Hot laugh hand on statement.,Happy,Uptown Funk,Bruno Mars,Funk,115,Energetic,High,High
Bag of participant week page.,Happy,Uptown Funk,Bruno Mars,Funk,115,Energetic,High,High
Senior yes citizen issue professional part.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Either seat catch great.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Probably leave today during.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Him audience agree believe Mrs focus.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Close action here forward economic action.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Pick move forward member dark total agent.,Sad,Fix You,Coldplay,Rock,75,Emotional,Low,Medium
Response rate drug sense present.,Motivated,Eye of the Tiger,Survivor,Rock,109,Energetic,High,Medium
But seek instead before report individual cost raise.,Sad,Someone Like You,Adele,Pop,67,Melancholic,Low,Low
Buy hold energy.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Where carry sit argue through street.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Agreement state up hope free manage outside.,Happy,Happy,Pharrell Williams,Pop,160,Joyful,High,High
Particular else challenge ball.,Relaxed,Clair de Lune,Debussy,Classical,60,Soothing,Low,Low
Much level someone.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
Appear the two score.,Relaxed,Weightless,Marconi Union,Ambient,50,Calm,Low,Low
